Probentyp;Probenahmestelle;Geo Point;X-Koordinate;Y-Koordinate;Probenahmedatum;Entnahmezeit;Probenahmedauer;Reihenfolge;Gruppe;Parameter;Bestimmungsgrenze;Wert;Wert numerisch;Einheit;Auftragsnummer;Probennummer;Resultatnummer;Automatische Auswertung;CAS-Bezeichnung;BAFU-Bezeichnung;Allgemeine Parametergruppe;Probenahmedatum_date;Probenahmejahr
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;03.11.2020;15:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12020102804;22020100241;4500754462;False;;;;2020-11-03;2020
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;25.04.2016;12:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12016042502;22016040259;403556153;False;;;;2016-04-25;2016
WASSER;F_0802;47.57388917462082,7.644766367945132;2615510.92;1269263.19;14.11.2016;10:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-24.00;-24.0;m;12016111406;22016110133;403726901;False;;;;2016-11-14;2016
WASSER;F_1871;47.57131587210443,7.580990452538251;2610712.77;1268966.46;22.05.2019;10:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12019051309;22019050214;4500360959;False;;;;2019-05-22;2019
WASSER;F_1871;47.57131587210443,7.580990452538251;2610712.77;1268966.46;30.10.2019;11:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12019102304;22019100255;4500451400;False;;;;2019-10-30;2019
WASSER;F_1877;47.58244201221551,7.590140211515276;2611398.88;1270204.85;02.12.2019;17:01;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12019120204;22019120138;4500485730;False;;;;2019-12-02;2019
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;17.03.2020;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12020031804;22020030236;4500579148;False;;;;2020-03-17;2020
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;20.10.2020;10:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12020101905;22020100233;4500740517;False;;;;2020-10-20;2020
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;25.08.2020;09:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12020082104;22020080267;4500712018;False;;;;2020-08-25;2020
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;01.02.2016;15:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12016012903;22016010315;403453884;False;;;;2016-02-01;2016
WASSER;F_0741;47.571721309267495,7.558142538587337;2608993.48;1269008.69;02.06.2021;17:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.00;-19.0;m;12021050503;22021050131;4501012272;False;;;;2021-06-02;2021
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;03.11.2021;11:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.50;-18.5;m;12021102604;22021100275;4501180826;False;;;;2021-11-03;2021
WASSER;F_0820;47.57752495332121,7.586107118031123;2611096.49;1269657.55;09.06.2021;12:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12021050503;22021050136;4501012937;False;;;;2021-06-09;2021
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;08.02.2021;10:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12021020503;22021020146;4500807314;False;;;;2021-02-08;2021
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;18.08.2021;12:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12021072303;22021070235;4501087380;False;;;;2021-08-18;2021
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;06.05.2020;15:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12020042805;22020040254;4500621103;False;;;;2020-05-06;2020
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;17.05.2005;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12005051305;22005050088;401236232;False;;;;2005-05-17;2005
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;08.11.2005;08:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12005110802;22005110063;401282885;False;;;;2005-11-08;2005
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;06.02.2006;11:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12006020605;22006020051;401305892;False;;;;2006-02-06;2006
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;06.02.2006;12:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.50;-4.5;m;12006020604;22006020041;401304837;False;;;;2006-02-06;2006
WASSER;F_2616;47.58202475095419,7.597670619217722;2611965.49;1270159.57;22.06.2006;13:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.80;-10.8;m;12006062202;22006060204;401349106;False;;;;2006-06-22;2006
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;27.06.2006;13:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.80;-4.8;m;12006062702;22006060309;401355027;False;;;;2006-06-27;2006
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;04.09.2006;09:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.50;-6.5;m;12006090402;22006090028;401378666;False;;;;2006-09-04;2006
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;30.11.2006;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.30;-6.3;m;12006103002;22006100397;401400197;False;;;;2006-11-30;2006
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;04.08.2004;12:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12004080104;22004080019;401170979;False;;;;2004-08-04;2004
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;17.05.2005;10:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12005051305;22005050091;401236380;False;;;;2005-05-17;2005
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;17.08.2005;12:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.70;-12.7;m;12005081602;22005080103;401261126;False;;;;2005-08-17;2005
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;06.09.2006;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.50;-12.5;m;12006090505;22006090056;401381085;False;;;;2006-09-06;2006
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;05.11.2007;12:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.50;-12.5;m;12007110502;22007110042;401537557;False;;;;2007-11-05;2007
WASSER;F_1037;47.573681333282295,7.575553191827378;2610303.18;1269228.75;07.09.2006;10:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.50;-15.5;m;12006090703;22006090082;401382871;False;;;;2006-09-07;2006
