Probentyp;Probenahmestelle;Geo Point;X-Koordinate;Y-Koordinate;Probenahmedatum;Entnahmezeit;Probenahmedauer;Reihenfolge;Gruppe;Parameter;Bestimmungsgrenze;Wert;Wert numerisch;Einheit;Auftragsnummer;Probennummer;Resultatnummer;Automatische Auswertung;CAS-Bezeichnung;BAFU-Bezeichnung;Allgemeine Parametergruppe;Probenahmedatum_date;Probenahmejahr
WASSER;F_1032;47.58172502593966,7.593097175077615;2611621.49;1270125.56;09.06.2021;09:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.40;-7.4;m;12021050503;22021050141;4501013602;False;;;;2021-06-09;2021
WASSER;F_1084;47.559073241914064,7.603599436347044;2612416.86;1267608.53;01.06.2021;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.10;-15.1;m;12021050503;22021050147;4501014400;False;;;;2021-06-01;2021
WASSER;F_0706;47.565637919539455,7.574551509486703;2610229.35;1268334.28;02.06.2021;16:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-21.00;-21.0;m;12021050503;22021050126;4501011607;False;;;;2021-06-02;2021
WASSER;F_1291;47.570620948761324,7.607456135415016;2612704.38;1268893.12;01.06.2021;11:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.80;-10.8;m;12021050503;22021050155;4501015464;False;;;;2021-06-01;2021
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;27.04.2021;09:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12021042003;22021040198;4501001797;False;;;;2021-04-27;2021
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;28.04.2021;13:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12021042003;22021040204;4501005931;False;;;;2021-04-28;2021
WASSER;F_1044;47.56756030541203,7.592923440793316;2611611.5;1268550.57;28.04.2021;09:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.50;-12.5;m;12021042003;22021040203;4501002962;False;;;;2021-04-28;2021
WASSER;F_1044;47.56756030541203,7.592923440793316;2611611.5;1268550.57;18.08.2021;09:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12021072303;22021070234;4501087351;False;;;;2021-08-18;2021
WASSER;F_1243;47.55008858339086,7.583507218512098;2610906.48;1266606.57;22.06.2006;10:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.10;-4.1;m;12006062202;22006060206;401349290;False;;;;2006-06-22;2006
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;08.08.2016;17:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12016072903;22016070263;403650739;False;;;;2016-08-08;2016
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;15.02.2017;09:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12017021302;22017020146;403828213;False;;;;2017-02-15;2017
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;09.08.2017;09:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12017080105;22017080015;403984703;False;;;;2017-08-09;2017
WASSER;F_0702;47.57689715178272,7.591860425013848;2611529.49;1269588.57;25.11.2019;10:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.50;-8.5;m;12019111903;22019110219;4500463933;False;;;;2019-11-25;2019
WASSER;F_1877;47.58244201221551,7.590140211515276;2611398.88;1270204.85;26.03.2019;12:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12019032605;22019030265;4500286751;False;;;;2019-03-26;2019
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;13.08.2019;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12019081205;22019080144;4500410888;False;;;;2019-08-13;2019
WASSER;F_1877;47.58244201221551,7.590140211515276;2611398.88;1270204.85;09.08.2016;11:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12016072903;22016070267;403651028;False;;;;2016-08-09;2016
WASSER;F_1877;47.58244201221551,7.590140211515276;2611398.88;1270204.85;14.02.2017;13:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12017021302;22017020150;403828502;False;;;;2017-02-14;2017
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;02.11.2020;16:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12020102804;22020100255;4500756448;False;;;;2020-11-02;2020
WASSER;F_0780;47.577240871444715,7.589668766595034;2611364.52;1269626.47;18.04.2016;15:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.50;-6.5;m;12016041402;22016040150;403529313;False;;;;2016-04-18;2016
WASSER;F_1877;47.58244201221551,7.590140211515276;2611398.88;1270204.85;25.09.2018;14:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12018092003;22018090151;4500100855;False;;;;2018-09-25;2018
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;06.02.2014;11:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12014020716;22014020068;402816817;False;;;;2014-02-06;2014
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;11.02.2014;09:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12014020709;22014020061;402816267;False;;;;2014-02-11;2014
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;13.08.2019;10:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12019081205;22019080143;4500410875;False;;;;2019-08-13;2019
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;28.10.2019;13:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12019102304;22019100240;4500446221;False;;;;2019-10-28;2019
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;16.08.2005;11:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12005081602;22005080089;401259741;False;;;;2005-08-16;2005
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;06.02.2006;10:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12006020604;22006020039;401304603;False;;;;2006-02-06;2006
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;04.09.2006;12:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12006090402;22006090023;401377807;False;;;;2006-09-04;2006
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;08.11.2004;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12004110802;22004110158;401197257;False;;;;2004-11-08;2004
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;23.11.2009;10:27;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-16.00;-16.0;m;12009112306;22009110147;401828902;False;;;;2009-11-23;2009
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;07.08.2007;13:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12007080713;22007080073;401500018;False;;;;2007-08-07;2007
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;25.05.2009;16:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12009052505;22009050178;401750764;False;;;;2009-05-25;2009
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;14.11.2017;09:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.50;-4.5;m;12017110805;22017110053;404059909;False;;;;2017-11-14;2017
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;25.04.2018;09:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12018042305;22018040247;404202363;False;;;;2018-04-25;2018
WASSER;F_1197;47.581499480199554,7.586636360384018;2611135.48;1270099.55;18.04.2016;15:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12016041402;22016040170;403533073;False;;;;2016-04-18;2016
WASSER;F_1196;47.58194895867985,7.586797114601894;2611147.48;1270149.55;03.05.2017;18:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12017042603;22017040234;403893616;False;;;;2017-05-03;2017
WASSER;F_1392;47.5495955555035,7.582190741075459;2610807.48;1266551.57;04.09.2006;10:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12006090402;22006090030;401378884;False;;;;2006-09-04;2006
WASSER;F_1392;47.5495955555035,7.582190741075459;2610807.48;1266551.57;08.08.2007;09:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.00;-11.0;m;12007080802;22007080080;401500562;False;;;;2007-08-08;2007
WASSER;F_1388;47.55643204892739,7.573692810778389;2610166.48;1267310.58;22.06.2006;09:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12006062202;22006060208;401349474;False;;;;2006-06-22;2006
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;05.09.2006;14:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12006090402;22006090024;401377981;False;;;;2006-09-05;2006
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;29.05.2007;13:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.10;-13.1;m;12007052906;22007050266;401470660;False;;;;2007-05-29;2007
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;29.05.2007;14:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.00;-11.0;m;12007052906;22007050253;401468727;False;;;;2007-05-29;2007
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;25.05.2009;16:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.50;-14.5;m;12009052505;22009050173;401749813;False;;;;2009-05-25;2009
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;25.05.2009;17:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12009052505;22009050172;401749638;False;;;;2009-05-25;2009
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;09.08.2007;15:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.50;-12.5;m;12007080802;22007080106;401501983;False;;;;2007-08-09;2007
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;09.08.2007;14:42;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12007080802;22007080104;401501601;False;;;;2007-08-09;2007
WASSER;F_1196;47.58194895867985,7.586797114601894;2611147.48;1270149.55;23.09.2004;14:14;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12004092302;22004090259;401185238;False;;;;2004-09-23;2004
WASSER;F_1196;47.58194895867985,7.586797114601894;2611147.48;1270149.55;08.08.2007;08:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12007080802;22007080077;401500311;False;;;;2007-08-08;2007
WASSER;F_1196;47.58194895867985,7.586797114601894;2611147.48;1270149.55;27.05.2009;08:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12009052506;22009050186;401752307;False;;;;2009-05-27;2009
WASSER;F_1032;47.58172502593966,7.593097175077615;2611621.49;1270125.56;18.04.2016;10:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.50;-8.5;m;12016041402;22016040157;403530629;False;;;;2016-04-18;2016
WASSER;F_1084;47.559073241914064,7.603599436347044;2612416.86;1267608.53;18.04.2016;10:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12016041402;22016040163;403531757;False;;;;2016-04-18;2016
WASSER;F_0741;47.571721309267495,7.558142538587337;2608993.48;1269008.69;18.04.2016;16:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.00;-19.0;m;12016041402;22016040149;403529125;False;;;;2016-04-18;2016
WASSER;F_0706;47.565637919539455,7.574551509486703;2610229.35;1268334.28;18.04.2016;15:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-20.00;-20.0;m;12016041402;22016040148;403528937;False;;;;2016-04-18;2016
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;25.04.2016;10:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12016042502;22016040264;403557158;False;;;;2016-04-25;2016
WASSER;F_0741;47.571721309267495,7.558142538587337;2608993.48;1269008.69;16.08.2016;10:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.00;-19.0;m;12016081602;22016080146;403663596;False;;;;2016-08-16;2016
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;14.11.2016;13:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.50;-18.5;m;12016111406;22016110132;403726687;False;;;;2016-11-14;2016
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;23.10.2018;10:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12018101903;22018100216;4500147869;False;;;;2018-10-23;2018
WASSER;F_2477;47.570212418572645,7.590002251370437;2611391.11;1268845.03;18.04.2016;14:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.50;-9.5;m;12016041402;22016040177;403534389;False;;;;2016-04-18;2016
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;15.11.2016;11:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12016111408;22016110141;403728408;False;;;;2016-11-15;2016
WASSER;F_1044;47.56756030541203,7.592923440793316;2611611.5;1268550.57;14.11.2017;14:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12017110807;22017110071;404062825;False;;;;2017-11-14;2017
WASSER;F_1044;47.56756030541203,7.592923440793316;2611611.5;1268550.57;05.02.2018;09:52;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12018020202;22018020009;404130746;False;;;;2018-02-05;2018
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;30.05.2018;14:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12018052506;22018051210;4500008008;False;;;;2018-05-30;2018
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;14.02.2017;10:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12017021402;22017020175;403833625;False;;;;2017-02-14;2017
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;08.08.2017;10:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12017080802;22017080104;403988781;False;;;;2017-08-08;2017
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;25.09.2018;10:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12018092503;22018090180;4500135198;False;;;;2018-09-25;2018
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;01.02.2016;10:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.50;-8.5;m;12016011802;22016010172;403448926;False;;;;2016-02-01;2016
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;22.02.2017;12:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12017021403;22017020182;403834048;False;;;;2017-02-22;2017
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;30.05.2018;12:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12018052506;22018051220;4500010008;False;;;;2018-05-30;2018
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;13.08.2018;14:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12018080902;22018080109;4500082680;False;;;;2018-08-13;2018
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;12.03.2010;07:27;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.60;-4.6;m;12010030902;22010030184;401871568;False;;;;2010-03-12;2010
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;12.03.2010;14:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12010030902;22010030185;401871650;False;;;;2010-03-12;2010
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;17.05.2010;15:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.50;-6.5;m;12010051402;22010050088;401900110;False;;;;2010-05-17;2010
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;18.08.2010;10:33;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12010081803;22010080158;401949767;False;;;;2010-08-18;2010
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;16.05.2011;09:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12011051303;22011050163;402089381;False;;;;2011-05-16;2011
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;17.05.2011;14:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12011051302;22011050147;402085919;False;;;;2011-05-17;2011
WASSER;F_0827;47.569888124312186,7.630633087748863;2614448.58;1268815.63;22.06.2011;13:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.95;-4.95;m;12011062004;22011060212;402116633;False;;;;2011-06-22;2011
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;28.06.2011;10:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12011062004;22011060247;402120194;False;;;;2011-06-28;2011
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;07.05.2012;16:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12012050402;22012050096;402307931;False;;;;2012-05-07;2012
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;07.08.2012;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12012073106;22012070297;402358738;False;;;;2012-08-07;2012
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;06.11.2012;16:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12012110205;22012110050;402455046;False;;;;2012-11-06;2012
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;07.11.2012;12:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.30;-7.3;m;12012110203;22012110035;402453829;False;;;;2012-11-07;2012
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;12.08.2013;09:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12013080904;22013080084;402691767;False;;;;2013-08-12;2013
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;17.10.2013;12:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12013101702;22013100150;402731316;False;;;;2013-10-17;2013
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;27.05.2008;09:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12008052604;22008050215;401607936;False;;;;2008-05-27;2008
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;28.05.2008;09:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12008052604;22008050223;401608952;False;;;;2008-05-28;2008
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;27.05.2009;08:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12009052506;22009050187;401752470;False;;;;2009-05-27;2009
WASSER;F_0734;47.57588308427312,7.582275887248175;2610808.57;1269474.46;21.06.2006;10:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.20;-13.2;m;12006062102;22006060192;401348276;False;;;;2006-06-21;2006
WASSER;F_1907;47.581245106997976,7.591746763127437;2611520;1270072;27.06.2006;11:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.20;-4.2;m;12006062702;22006060307;401354913;False;;;;2006-06-27;2006
WASSER;F_1768;47.58827363734845,7.593586334872455;2611656.86;1270853.77;25.11.2008;10:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.60;-6.6;m;12008112502;22008110168;401683167;False;;;;2008-11-25;2008
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;31.01.2022;;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12022012503;22022010313;4501254524;False;;;;2022-01-31;2022
WASSER;F_1877;47.58244201221551,7.590140211515276;2611398.88;1270204.85;27.09.2021;14:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12021092403;22021090231;4501117385;False;;;;2021-09-27;2021
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;27.09.2021;10:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12021092403;22021090220;4501116743;False;;;;2021-09-27;2021
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;26.04.2021;16:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12021042003;22021040215;4501005403;False;;;;2021-04-26;2021
WASSER;F_1520;47.581987724901495,7.597979556383308;2611988.74;1270155.5;01.11.2021;14:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12021102604;22021100288;4501183438;False;;;;2021-11-01;2021
WASSER;F_0802;47.57388917462082,7.644766367945132;2615510.92;1269263.19;21.05.2019;09:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-24.00;-24.0;m;12019051309;22019050221;4500363859;False;;;;2019-05-21;2019
WASSER;F_0802;47.57388917462082,7.644766367945132;2615510.92;1269263.19;29.10.2019;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-24.00;-24.0;m;12019102304;22019100230;4500444165;False;;;;2019-10-29;2019
WASSER;F_0802;47.57388917462082,7.644766367945132;2615510.92;1269263.19;05.05.2020;10:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-24.00;-24.0;m;12020042805;22020040268;4500623897;False;;;;2020-05-05;2020
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;21.05.2019;11:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12019051309;22019050225;4500363239;False;;;;2019-05-21;2019
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;29.10.2019;11:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.20;-17.2;m;12019102304;22019100239;4500446022;False;;;;2019-10-29;2019
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;28.04.2021;15:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.50;-5.5;m;12021042003;22021040192;4501000391;False;;;;2021-04-28;2021
WASSER;F_0780;47.577240871444715,7.589668766595034;2611364.52;1269626.47;31.05.2021;11:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12021050503;22021050132;4501012405;False;;;;2021-05-31;2021
WASSER;F_0734;47.57588308427312,7.582275887248175;2610808.57;1269474.46;03.06.2021;10:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12021050503;22021050130;4501012139;False;;;;2021-06-03;2021
WASSER;F_1196;47.58194895867985,7.586797114601894;2611147.48;1270149.55;28.04.2021;10:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12021042003;22021040207;4501005916;False;;;;2021-04-28;2021
WASSER;F_1111;47.53892060689241,7.602674539644802;2612351.91;1265367.65;07.06.2021;10:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.80;-11.8;m;12021050503;22021050150;4501014799;False;;;;2021-06-07;2021
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;27.04.2021;11:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12021042003;22021040201;4501002509;False;;;;2021-04-27;2021
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;28.04.2021;14:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12021042003;22021040206;4501003626;False;;;;2021-04-28;2021
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;18.08.2021;10:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12021072303;22021070237;4501087438;False;;;;2021-08-18;2021
WASSER;F_1392;47.5495955555035,7.582190741075459;2610807.48;1266551.57;28.04.2021;11:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.20;-11.2;m;12021042003;22021040211;4501004733;False;;;;2021-04-28;2021
WASSER;F_1388;47.55643204892739,7.573692810778389;2610166.48;1267310.58;07.06.2021;14:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-21.00;-21.0;m;12021050503;22021050159;4501015996;False;;;;2021-06-07;2021
WASSER;F_1019;47.55185442966899,7.581014461562069;2610718.48;1266802.57;02.06.2021;11:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.50;-19.5;m;12021050503;22021050140;4501013469;False;;;;2021-06-02;2021
WASSER;F_0702;47.57689715178272,7.591860425013848;2611529.49;1269588.57;31.05.2021;10:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12021050503;22021050127;4501011740;False;;;;2021-05-31;2021
WASSER;F_0785;47.5522683728766,7.58801671656008;2611245.48;1266849.57;07.06.2021;11:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12021050503;22021050134;4501012671;False;;;;2021-06-07;2021
WASSER;F_0784;47.55165754783291,7.587430478681743;2611201.48;1266781.57;07.06.2021;11:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.90;-6.9;m;12021050503;22021050133;4501012538;False;;;;2021-06-07;2021
